feature_name,internal_standard,raw_data_filename,time_stamp,batch,sample_type,precursor_mz,product_mz,collision_energy,polarity,rt_apex,area,height,FWHM,rt_int_start,rt_int_end
Testosterone,Testosterone,20260212_SST08.mzML,2026-02-12T16:07:33Z,1,SPL,289.200,97.100,27.0,+,4.845,6856021.0,948461.5,0.106,4.669,5.210
Testosterone,Testosterone,20260212_SST09.mzML,2026-02-12T16:20:56Z,1,SPL,289.200,97.100,27.0,+,4.845,5744620.0,757492.4,0.113,4.669,5.210
Testosterone,Testosterone,20260212_SST10.mzML,2026-02-12T16:34:17Z,1,SPL,289.200,97.100,27.0,+,4.845,6102773.0,826190.6,0.110,4.669,5.210
Testosterone 13C,Testosterone 13C,20260212_SST01.mzML,2026-02-12T14:33:45Z,1,SPL,292.200,100.100,27.0,+,4.856,6320516.0,870594.8,0.110,4.668,5.209
Testosterone 13C,Testosterone 13C,20260212_SST02.mzML,2026-02-12T14:47:15Z,1,SPL,292.200,100.100,27.0,+,4.844,5908261.0,797319.4,0.111,4.668,5.209
Testosterone 13C,Testosterone 13C,20260212_SST03.mzML,2026-02-12T15:00:36Z,1,SPL,292.200,100.100,27.0,+,4.856,6699798.0,913599.0,0.110,4.668,5.209
Testosterone 13C,Testosterone 13C,20260212_SST04.mzML,2026-02-12T15:13:59Z,1,SPL,292.200,100.100,27.0,+,4.844,6932321.5,947184.2,0.115,4.656,5.197
Testosterone 13C,Testosterone 13C,20260212_SST05.mzML,2026-02-12T15:27:20Z,1,SPL,292.200,100.100,27.0,+,4.844,6015915.0,800159.2,0.112,4.668,5.209
Testosterone 13C,Testosterone 13C,20260212_SST06.mzML,2026-02-12T15:40:44Z,1,SPL,292.200,100.100,27.0,+,4.856,5725211.0,776701.5,0.110,4.668,5.209
Testosterone 13C,Testosterone 13C,20260212_SST07.mzML,2026-02-12T15:54:07Z,1,SPL,292.200,100.100,27.0,+,4.856,6479990.0,910417.6,0.110,4.668,5.209
Testosterone 13C,Testosterone 13C,20260212_SST08.mzML,2026-02-12T16:07:33Z,1,SPL,292.200,100.100,27.0,+,4.856,5853603.0,802630.8,0.112,4.668,5.209
Testosterone 13C,Testosterone 13C,20260212_SST09.mzML,2026-02-12T16:20:56Z,1,SPL,292.200,100.100,27.0,+,4.833,6733690.5,959118.3,0.100,4.656,5.197
Testosterone 13C,Testosterone 13C,20260212_SST10.mzML,2026-02-12T16:34:17Z,1,SPL,292.200,100.100,27.0,+,4.844,5296574.5,666288.1,0.120,4.656,5.197
Testosterone 13C [QUAL],Testosterone 13C [QUAL],20260212_SST01.mzML,2026-02-12T14:33:45Z,1,SPL,292.200,112.100,28.0,+,4.856,5054325.0,742986.2,0.103,4.680,5.186
Testosterone 13C [QUAL],Testosterone 13C [QUAL],20260212_SST02.mzML,2026-02-12T14:47:15Z,1,SPL,292.200,112.100,28.0,+,4.856,5120889.0,720248.1,0.105,4.680,5.209
Testosterone 13C [QUAL],Testosterone 13C [QUAL],20260212_SST03.mzML,2026-02-12T15:00:36Z,1,SPL,292.200,112.100,28.0,+,4.844,4786827.0,659235.7,0.112,4.680,5.174
Testosterone 13C [QUAL],Testosterone 13C [QUAL],20260212_SST04.mzML,2026-02-12T15:13:59Z,1,SPL,292.200,112.100,28.0,+,4.844,4853813.0,693387.8,0.102,4.668,5.197
Testosterone 13C [QUAL],Testosterone 13C [QUAL],20260212_SST05.mzML,2026-02-12T15:27:20Z,1,SPL,292.200,112.100,28.0,+,4.856,5024494.0,703209.3,0.107,4.680,5.209
Testosterone 13C [QUAL],Testosterone 13C [QUAL],20260212_SST06.mzML,2026-02-12T15:40:44Z,1,SPL,292.200,112.100,28.0,+,4.844,4869278.0,662486.9,0.115,4.680,5.209
Testosterone 13C [QUAL],Testosterone 13C [QUAL],20260212_SST07.mzML,2026-02-12T15:54:07Z,1,SPL,292.200,112.100,28.0,+,4.844,4799667.5,642505.5,0.113,4.680,5.209
Testosterone 13C [QUAL],Testosterone 13C [QUAL],20260212_SST08.mzML,2026-02-12T16:07:33Z,1,SPL,292.200,112.100,28.0,+,4.856,4547273.5,632229.1,0.107,4.680,5.209
Testosterone 13C [QUAL],Testosterone 13C [QUAL],20260212_SST09.mzML,2026-02-12T16:20:56Z,1,SPL,292.200,112.100,28.0,+,4.844,5237990.5,756668.6,0.108,4.680,5.209
Testosterone 13C [QUAL],Testosterone 13C [QUAL],20260212_SST10.mzML,2026-02-12T16:34:17Z,1,SPL,292.200,112.100,28.0,+,4.844,5205791.0,745546.0,0.112,4.680,5.139
Testosterone [QUAL],Testosterone [QUAL],20260212_SST01.mzML,2026-02-12T14:33:45Z,1,SPL,289.200,109.100,28.0,+,4.857,5923932.0,834615.4,0.108,4.681,5.210
Testosterone [QUAL],Testosterone [QUAL],20260212_SST02.mzML,2026-02-12T14:47:15Z,1,SPL,289.200,109.100,28.0,+,4.845,5430696.0,745380.8,0.109,4.669,5.198
Testosterone [QUAL],Testosterone [QUAL],20260212_SST03.mzML,2026-02-12T15:00:36Z,1,SPL,289.200,109.100,28.0,+,4.857,6004015.5,822669.5,0.109,4.681,5.210
Testosterone [QUAL],Testosterone [QUAL],20260212_SST04.mzML,2026-02-12T15:13:59Z,1,SPL,289.200,109.100,28.0,+,4.845,6003369.0,850776.6,0.103,4.669,5.198
Testosterone [QUAL],Testosterone [QUAL],20260212_SST05.mzML,2026-02-12T15:27:20Z,1,SPL,289.200,109.100,28.0,+,4.857,5592774.0,776018.4,0.108,4.681,5.210
Testosterone [QUAL],Testosterone [QUAL],20260212_SST06.mzML,2026-02-12T15:40:44Z,1,SPL,289.200,109.100,28.0,+,4.857,5379536.0,702881.9,0.115,4.681,5.210
Testosterone [QUAL],Testosterone [QUAL],20260212_SST07.mzML,2026-02-12T15:54:07Z,1,SPL,289.200,109.100,28.0,+,4.845,5059062.0,685369.8,0.111,4.669,5.198
Testosterone [QUAL],Testosterone [QUAL],20260212_SST08.mzML,2026-02-12T16:07:33Z,1,SPL,289.200,109.100,28.0,+,4.857,5190414.5,695410.3,0.113,4.681,5.210
Testosterone [QUAL],Testosterone [QUAL],20260212_SST09.mzML,2026-02-12T16:20:56Z,1,SPL,289.200,109.100,28.0,+,4.845,5554696.0,780534.6,0.106,4.669,5.187
Testosterone [QUAL],Testosterone [QUAL],20260212_SST10.mzML,2026-02-12T16:34:17Z,1,SPL,289.200,109.100,28.0,+,4.845,5631502.0,761027.3,0.112,4.669,5.198
